,Location,Year,Distance (in meters),Stroke,Relay?,Gender,Team,Athlete,Results,Rank
4006,Angeles,1932,100m,Backstroke,0,Men,ARG,Roberto Guillermo Peper,Did not start,0
4013,Angeles,1932,100m,Backstroke,0,Women,BRA,Maria Emma Lenk-Zigler,Disqualified,0
4014,Angeles,1932,100m,Backstroke,0,Women,NED,Willemyntje (Willy) Den Ouden,Did not start,0
4015,Angeles,1932,100m,Freestyle,0,Men,JPN,Yasuji Mioyazaki,58.200,1
4016,Angeles,1932,100m,Freestyle,0,Men,JPN,Tatsugo Kawaishi,58.600,2
4017,Angeles,1932,100m,Freestyle,0,Men,USA,Albert Schwartz,58.800,3
4018,Angeles,1932,100m,Freestyle,0,Men,USA,Manuella Kalili,59.200,4
4019,Angeles,1932,100m,Freestyle,0,Men,JPN,Zenjiro Takahashi,59.200,4
4020,Angeles,1932,100m,Freestyle,0,Men,USA,Raymond Webb Jr. Thompson,59.500,4
4021,Angeles,1932,100m,Freestyle,0,Men,ARG,Alberto Zorrilla,Did not start,0
4022,Angeles,1932,100m,Freestyle,0,Men,BRA,Antônio Luiz Dos Santos,Did not start,0
4048,Angeles,1932,200m,Breaststroke,0,Women,RSA,Jenny Maakal,Did not start,0
4055,Angeles,1932,400m,Freestyle,0,Men,ARG,Carlos Ramon Kennedy,Did not start,0
4056,Angeles,1932,400m,Freestyle,0,Men,ARG,Alberto Zorrilla,Did not start,0
4081,Amsterdam,1928,100m,Backstroke,0,Men,ITA,Sante Omero,Did not start,0
4082,Amsterdam,1928,100m,Backstroke,0,Men,BEL,Émile Thienpondt,Did not start,0
4090,Amsterdam,1928,100m,Backstroke,0,Women,NED,Willy Den Turk,Did not start,0
4091,Amsterdam,1928,100m,Freestyle,0,Men,USA,Johnny Weissmuller,58.600,4
4092,Amsterdam,1928,100m,Freestyle,0,Men,HUN,Istvan Barany,59.800,4
4098,Amsterdam,1928,100m,Freestyle,0,Men,BEL,Henri Stoelen,Did not start,0
4105,Amsterdam,1928,100m,Freestyle,0,Women,HUN,Sarolta Stieber,Did not finish,0
4106,Amsterdam,1928,100m,Freestyle,0,Women,GER,Dora Schönemann,Did not start,0
4113,Amsterdam,1928,1500m,Freestyle,0,Men,JPN,Takaji Takebayashi,Did not finish,0
4114,Amsterdam,1928,1500m,Freestyle,0,Men,IND,D. D. Mulji,Did not start,0
4121,Amsterdam,1928,200m,Breaststroke,0,Men,BEL,Joseph De Combe,Did not finish,0
4122,Amsterdam,1928,200m,Breaststroke,0,Men,AUT,Edwin Friedberger,Did not start,0
4129,Amsterdam,1928,200m,Breaststroke,0,Women,POL,Fitzówna Fitzówna,Did not start,0
4136,Amsterdam,1928,400m,Freestyle,0,Men,IND,D. D. Mulji,Did not start,0
4137,Amsterdam,1928,400m,Freestyle,0,Men,GBR,Paul Radmilovic,Did not start,0
4144,Amsterdam,1928,400m,Freestyle,0,Women,IRL,Marguerite Dockrell,Did not start,0
4145,Amsterdam,1928,400m,Freestyle,0,Women,POL,Halina Iżycka,Did not start,0
4151,Amsterdam,1928,4x100,Freestyle,1,Women,NLD,"Maria Johanna Philipsen-Braun, Maria Vierdag",Disqualified,0
4159,Amsterdam,1928,4x200,Freestyle,1,Men,GER,Herbert Heinrich,Disqualified,0
4165,Paris,1924,100m,Backstroke,0,Men,USA,Henry Luning,Disqualified,0
4166,Paris,1924,100m,Backstroke,0,Men,ARG,Juan Behrensen,Did not start,0
4167,Paris,1924,100m,Backstroke,0,Men,HUN,Aladár Bitskey,Did not start,0
4173,Paris,1924,100m,Backstroke,0,Women,DEN,Rigmor Olsen,Did not start,0
4174,Paris,1924,100m,Freestyle,0,Men,USA,Johnny Weissmuller,59.000,4
4179,Paris,1924,100m,Freestyle,0,Men,HUN,L. Henyeri,Did not start,0
4180,Paris,1924,100m,Freestyle,0,Men,HUN,A. Turnovsky,Did not start,0
4186,Paris,1924,100m,Freestyle,0,Women,FRA,Gilberte Mortier,Did not start,0
4187,Paris,1924,100m,Freestyle,0,Women,NED,Mietje Baron,Did not start,0
4188,Paris,1924,100m,Freestyle,0,Women,NED,Alida Cornelia Bolten,Did not start,0
4194,Paris,1924,1500m,Freestyle,0,Men,FRA,Gustave Klein,Did not finish,0
4195,Paris,1924,1500m,Freestyle,0,Men,JPN,Kazuo Onoda,Did not finish,0
4196,Paris,1924,1500m,Freestyle,0,Men,YUG,Antun Roje,Did not finish,0
4202,Paris,1924,200m,Breaststroke,0,Men,USA,John Faricey,Did not start,0
4203,Paris,1924,200m,Breaststroke,0,Men,YUG,B. Deak,Did not start,0
4211,Paris,1924,200m,Breaststroke,0,Women,NED,Mietje Baron,Disqualified,0
4217,Paris,1924,400m,Freestyle,0,Men,GRE,Andreas Assimakopoulos,Did not start,0
4218,Paris,1924,400m,Freestyle,0,Men,HUN,B. Eperjessy,Did not start,0
4219,Paris,1924,400m,Freestyle,0,Men,ITA,Renato Bacigalupo,Did not start,0
4224,Paris,1924,400m,Freestyle,0,Women,NZL,Gwitha Shand,Did not finish,0
4225,Paris,1924,400m,Freestyle,0,Women,DEN,M. Hansen,Did not start,0
4241,Antwerp,1920,100m,Backstroke,0,Men,USA,Stubby Kruger,,5
4246,Antwerp,1920,100m,Freestyle,0,Men,USA,Norman Ross,Disqualified,0
4251,Antwerp,1920,100m,Freestyle,0,Women,NZL,Violet Walrond,,5
4252,Antwerp,1920,100m,Freestyle,0,Women,SWE,Jane Gylling,,5
4253,Antwerp,1920,100m,Freestyle,0,Women,USA,Charlotte Boyle,Did not finish,0
4255,Antwerp,1920,1500m,Freestyle,0,Men,CAN,George Vernot,22:36.4est,2
4256,Antwerp,1920,1500m,Freestyle,0,Men,AUS,Frank De Beaurepaire,23:04.0est,3
4257,Antwerp,1920,1500m,Freestyle,0,Men,USA,Fred Kahele,23:59.1est,4
4258,Antwerp,1920,1500m,Freestyle,0,Men,USA,Eugene Bolden,24:04.3est,4
4259,Antwerp,1920,1500m,Freestyle,0,Men,GBR,Henry Taylor,Did not finish,0
4260,Antwerp,1920,1500m,Freestyle,0,Men,SUI,René Ricolfi-Doria,Did not finish,0
4261,Antwerp,1920,1500m,Freestyle,0,Men,JPN,Masaren Uchida,Did not finish,0
4265,Antwerp,1920,200m,Breaststroke,0,Men,USA,Jack Zophar Howell,,5
4266,Antwerp,1920,200m,Breaststroke,0,Men,AUS,Ivan Stedman,,5
4267,Antwerp,1920,200m,Breaststroke,0,Men,SWE,Per Cederblom,Did not finish,0
4271,Antwerp,1920,200m,Breaststroke,0,Men,USA,Jack Zophar Howell,,5
4272,Antwerp,1920,200m,Breaststroke,0,Men,AUS,Ivan Stedman,,5
4273,Antwerp,1920,200m,Breaststroke,0,Men,SWE,Per Cederblom,Did not finish,0
4278,Antwerp,1920,400m,Breaststroke,0,Men,SWE,Per Cederblom,,5
4279,Antwerp,1920,400m,Breaststroke,0,Men,CAN,Sydney Gooday,Did not finish,0
4280,Antwerp,1920,400m,Breaststroke,0,Men,ESP,Luis Balcells,Did not finish,0
4284,Antwerp,1920,400m,Freestyle,0,Men,USA,Fred Kahele,,5
4285,Antwerp,1920,400m,Freestyle,0,Men,AUS,Frank De Beaurepaire,Did not finish,0
4286,Antwerp,1920,400m,Freestyle,0,Men,JPN,Kenkichi Saito,Did not finish,0
4287,Antwerp,1920,400m,Freestyle,0,Men,AUS,Keith Kirkland,Did not finish,0
4295,Antwerp,1920,4x200,Freestyle,1,Men,ITA,"Gilio Bisagno, Antonio Quarantotto, Agostino Frassinetti, Mario Massa",,5
4301,Stockholm,1912,100m,Backstroke,0,Men,GER,Oscar Schiele,Disqualified,0
4302,Stockholm,1912,100m,Backstroke,0,Men,HUN,János Wenk,Disqualified,0
4303,Stockholm,1912,100m,Backstroke,0,Men,BEL,Oscar Gregoire,Disqualified,0
4309,Stockholm,1912,100m,Freestyle,0,Men,ITA,Mario Massa,Did not finish,0
4310,Stockholm,1912,100m,Freestyle,0,Men,GER,Walther Binner,Did not start,0
4311,Stockholm,1912,100m,Freestyle,0,Men,HUN,Alois Ferenc Kenyery,Did not start,0
4317,Stockholm,1912,100m,Freestyle,0,Women,GBR,Irene Steer,Disqualified,0
4318,Stockholm,1912,100m,Freestyle,0,Women,NOR,Aagot Normann,Did not finish,0
4322,Stockholm,1912,1500m,Freestyle,0,Men,ANZ,Malcolm Champion,Did not finish,0
4323,Stockholm,1912,1500m,Freestyle,0,Men,HUN,Béla Las Torres,Did not finish,0
4324,Stockholm,1912,1500m,Freestyle,0,Men,GBR,Henry Taylor,Did not finish,0
4325,Stockholm,1912,1500m,Freestyle,0,Men,NOR,Herbert Mauritz Wetter,Did not finish,0
4326,Stockholm,1912,1500m,Freestyle,0,Men,FRA,Auguste Caby,Did not finish,0
4331,Stockholm,1912,200m,Breaststroke,0,Men,SWE,Tor Henning,Did not finish,0
4332,Stockholm,1912,200m,Breaststroke,0,Men,SWE,Pontus Hansson,Did not finish,0
4333,Stockholm,1912,200m,Breaststroke,0,Men,USA,Mike Mcdermott,Disqualified,0
4334,Stockholm,1912,200m,Breaststroke,0,Men,GBR,George Innocent,Disqualified,0
4339,Stockholm,1912,400m,Breaststroke,0,Men,GER,Willy Lützow,Did not finish,0
4340,Stockholm,1912,400m,Breaststroke,0,Men,AUT,Zeno Von Siengalewicz,Did not finish,0
4341,Stockholm,1912,400m,Breaststroke,0,Men,GBR,George Innocent,Did not finish,0
4342,Stockholm,1912,400m,Breaststroke,0,Men,AUT,Josef Wastl,Did not finish,0
4348,Stockholm,1912,400m,Freestyle,0,Men,ITA,Mario Massa,Did not finish,0
4349,Stockholm,1912,400m,Freestyle,0,Men,RUS,Pavel Avksentyev,Did not finish,0
4350,Stockholm,1912,400m,Freestyle,0,Men,ANZ,Theo Tartakover,Did not finish,0
4354,Stockholm,1912,4x100,Freestyle,1,Women,SWE,"Greta Carlsson, Vera Thulin, Sonja Johnsson, Greta Johansson",,5
